	Model Cluster	p Value Log	Odds Ratio	Description	Antibody	Size	Cluster Site - TF Region Overlap (a)	TF Region Only (b)	Cluster Site Only (c)	Assessed Methylation Background (d)	ENOCDE File
7242	2	0.032569944556386746	0.45566966039540896	encode_v4_hg19 THAP11	THAP11	37258.0	2	65789	28	419693	ENCFF889SYG.bed
7243	4	0.03255422374973631	0.37847341570571286	encode_v4_hg19 ZNF639	ZNF639	14600.0	1	21506	57	463948	ENCFF334GBZ.bed
7244	2	0.03255174596888468	0.3766264397149128	encode_v4_hg19 CTCF	CTCF	55307.0	1	40721	29	444761	ENCFF790IQB.bed
7245	3	0.03254809391737912	0.6510072126167816	encode_v4_hg19 CTCF	CTCF	48926.0	9	33915	184	451404	ENCFF129JPF.bed
7246	5	0.03254767618084981	0.4613327503180739	encode_v4_hg19 CTCF	CTCF	44478.0	2	29094	68	456348	ENCFF749GUK.bed
7247	9	0.032468530381764005	0.5779064663955837	encode_v4_hg19 FOSL2	FOSL2	51769.0	5	35393	110	450004	ENCFF772SCR.bed
7248	5	0.03238629439023825	0.37808579541204257	encode_v4_hg19 ZNF12	ZNF12	18469.0	1	17921	69	467521	ENCFF409PJJ.bed
7249	3	0.03238527294061912	0.5153982272358746	encode_v4_hg19 THRB	THRB	16212.0	3	14426	190	470893	ENCFF102ZUM.bed
7250	1	0.032359560922118565	0.37730369599200386	encode_v4_hg19 ZZZ3	ZZZ3	8515.0	1	24911	49	460551	ENCFF791UUM.bed
7251	3	0.032322324138041085	0.6025811946218615	encode_v4_hg19 ZBTB3	ZBTB3	9646.0	6	24535	187	460784	ENCFF149QHA.bed
7252	9	0.03222403451582523	0.4617153206255347	encode_v4_hg19 ZNF12	ZNF12	18469.0	2	17920	113	467477	ENCFF409PJJ.bed
7253	1	0.032195862879877454	0.3765865530275888	encode_v4_hg19 ZBTB33	ZBTB33	33094.0	1	24956	49	460506	ENCFF260XMT.bed
7254	2	0.032107939238750376	0.3746571515023486	encode_v4_hg19 ZNF230	ZNF230	15486.0	1	40917	29	444565	ENCFF854DNO.bed
7255	6	0.032103273511814884	0.46151440044146225	encode_v4_hg19 IRF2	IRF2	8559.0	2	16016	127	469367	ENCFF559ODJ.bed
7256	8	0.032078496856338005	0.37507401320822453	encode_v4_hg19 UBTF	UBTF	19196.0	1	35301	34	450176	ENCFF326CIT.bed
7257	7	0.03207573764019455	0.3771507446078423	encode_v4_hg19 BCL11B	BCL11B	9726.0	1	13598	92	471821	ENCFF188WLZ.bed
7258	8	0.032070732786000825	0.3750396415632879	encode_v4_hg19 MAZ	MAZ	15698.0	1	35304	34	450173	ENCFF290CNC.bed
7259	9	0.0320701283591627	0.5985755985592217	encode_v4_hg19 MYC	MYC	31161.0	6	40880	109	444517	ENCFF858ZYN.bed
7260	9	0.031978971373056664	0.46072749876864577	encode_v4_hg19 THAP8	THAP8	5917.0	2	17957	113	467440	ENCFF723WCO.bed
7261	5	0.03191661243440841	0.37603737162425577	encode_v4_hg19 CTCF	CTCF	44334.0	1	18015	69	467427	ENCFF467CVV.bed
7262	5	0.03189182552521147	0.37592901151945934	encode_v4_hg19 CTCF	CTCF	29446.0	1	18020	69	467422	ENCFF431SJW.bed
7263	4	0.03187851557900548	0.5077561031231316	encode_v4_hg19 ZIC2	ZIC2	59873.0	3	47091	55	438363	ENCFF359GIY.bed
7264	6	0.031846233372809785	0.5764664369463919	encode_v4_hg19 TFAP4	TFAP4	29223.0	5	31731	124	453652	ENCFF696OTJ.bed
7265	2	0.03183031038083466	0.3734209894729828	encode_v4_hg19 ZNF414	ZNF414	16973.0	1	41041	29	444441	ENCFF409BJK.bed
7266	5	0.03181134601300568	0.6097463432014226	encode_v4_hg19 ZBTB20	ZBTB20	42491.0	7	74825	63	410617	ENCFF076WDH.bed
7267	3	0.03180248826804014	0.6964021306262981	encode_v4_hg19 ELF1	ELF1	27308.0	14	49003	179	436316	ENCFF146SYU.bed
7268	3	0.031801168544186985	0.37663814033487575	encode_v4_hg19 ZZZ3	ZZZ3	2531.0	1	6620	192	478699	ENCFF797VEK.bed
7269	9	0.03178660583164366	0.376125131632808	encode_v4_hg19 CHAMP1	CHAMP1	12891.0	1	11062	114	474335	ENCFF515GUE.bed
7270	6	0.03170193432754451	0.37586013211691266	encode_v4_hg19 GATA2	GATA2	33746.0	1	9883	128	475500	ENCFF567HPV.bed
7271	9	0.03169929727783374	0.5111338415623427	encode_v4_hg19 NFIC	NFIC	35956.0	3	24170	112	461227	ENCFF470CBJ.bed
7272	9	0.03166298370103564	0.6153253427554394	encode_v4_hg19 YY1	YY1	32241.0	7	46257	108	439140	ENCFF888SGX.bed
7273	3	0.03163130522210496	0.6600447109492015	encode_v4_hg19 ETV5	ETV5	32056.0	10	37106	183	448213	ENCFF712HHN.bed
7274	8	0.03162619926985491	0.3730673764736635	encode_v4_hg19 ZBTB40	ZBTB40	18000.0	1	35477	34	450000	ENCFF171FMR.bed
7275	7	0.03154422360539361	0.6517010040752546	encode_v4_hg19 UBTF	UBTF	37863.0	10	75739	83	409680	ENCFF810LSF.bed
7276	9	0.0315435440439374	0.6302222024458721	encode_v4_hg19 MAX	MAX	31613.0	8	51478	107	433919	ENCFF436HII.bed
7277	3	0.03147396429422656	0.54892257711258	encode_v4_hg19 CTCF	CTCF	29446.0	4	18017	189	467302	ENCFF431SJW.bed
7278	7	0.03146270323965569	0.4580040286208285	encode_v4_hg19 MYC	MYC	9491.0	2	22227	91	463192	ENCFF598BZD.bed
7279	5	0.031421439045668804	0.5074186199604352	encode_v4_hg19 ZNF691	ZNF691	19158.0	3	39365	67	446077	ENCFF296WYX.bed
7280	5	0.03140995845703402	0.3738172274916145	encode_v4_hg19 ETS1	ETS1	5083.0	1	18118	69	467324	ENCFF697NJT.bed
7281	4	0.03138043924054893	0.3733298661288571	encode_v4_hg19 ELK1	ELK1	7237.0	1	21789	57	463665	ENCFF164MPE.bed
7282	5	0.03134251877115676	0.4564233056106181	encode_v4_hg19 ZNF264	ZNF264	18633.0	2	29388	68	456054	ENCFF404IUH.bed
7283	5	0.031263942039879686	0.37317532258059266	encode_v4_hg19 CTCF	CTCF	63217.0	1	18148	69	467294	ENCFF948CYD.bed
7284	5	0.03125008225192298	0.45604337303904857	encode_v4_hg19 EGR1	EGR1	15012.0	2	29411	68	456031	ENCFF822VKJ.bed
7285	4	0.03120050685207996	0.45492330433388406	encode_v4_hg19 ZNF280B	ZNF280B	15655.0	2	35337	56	450117	ENCFF428HNJ.bed
7286	6	0.031156002827293944	0.5094908601631389	encode_v4_hg19 E2F1	E2F1	7951.0	3	21670	126	463713	ENCFF053HPQ.bed
7287	6	0.031146367390066713	0.5962427264555824	encode_v4_hg19 TBP	TBP	18226.0	6	36706	123	448677	ENCFF198GZQ.bed
7288	6	0.031061461346256553	0.4572908431296827	encode_v4_hg19 E2F2	E2F2	6777.0	2	16159	127	469224	ENCFF372PXU.bed
7289	2	0.031037881349938685	0.3698740875992701	encode_v4_hg19 SKIL	SKIL	18787.0	1	41401	29	444081	ENCFF067KCK.bed
7290	5	0.031026939655363194	0.3721314295805036	encode_v4_hg19 ATF2	ATF2	8560.0	1	18197	69	467245	ENCFF352KLD.bed
7291	9	0.03101767106584349	0.5450128638946928	encode_v4_hg19 ARID1B	ARID1B	53138.0	4	30103	111	455294	ENCFF879NTL.bed
7292	3	0.03100045589981156	0.3731519953455676	encode_v4_hg19 ZNF592	ZNF592	6094.0	1	6681	192	478638	ENCFF645NLC.bed
7293	3	0.03098647903395512	0.45777462097396077	encode_v4_hg19 DMTF1	DMTF1	3748.0	2	10853	191	474466	ENCFF598CBU.bed
7294	6	0.0309667610501302	0.5733522506844267	encode_v4_hg19 HMGXB3	HMGXB3	16025.0	5	31892	124	453491	ENCFF684UHQ.bed
7295	1	0.030872436537159823	0.4527023439646074	encode_v4_hg19 ZNF230	ZNF230	15486.0	2	40916	48	444546	ENCFF854DNO.bed
7296	5	0.030861764036472415	0.505224635093452	encode_v4_hg19 ZNF343	ZNF343	13414.0	3	39522	67	445920	ENCFF415YWK.bed
7297	3	0.030859585523583456	0.5095713291972938	encode_v4_hg19 CTCF	CTCF	26983.0	3	14586	190	470733	ENCFF345BDJ.bed
7298	4	0.030851805081195432	0.3709938981315543	encode_v4_hg19 TEAD4	TEAD4	21352.0	1	21920	57	463534	ENCFF355HRT.bed
7299	6	0.03084103916413438	0.6290850782659452	encode_v4_hg19 JUN	JUN	21297.0	8	46162	121	439221	ENCFF280RQS.bed
7300	3	0.030805241737413773	0.5464651079743243	encode_v4_hg19 CTCF	CTCF	25236.0	4	18095	189	467224	ENCFF828VJU.bed
7301	5	0.030777435198933306	0.37102975596022364	encode_v4_hg19 CTCF	CTCF	57288.0	1	18249	69	467193	ENCFF023LAA.bed
7302	6	0.03074492877583326	0.5078959148205408	encode_v4_hg19 ZBTB33	ZBTB33	58441.0	3	21735	126	463648	ENCFF917RIN.bed
7303	2	0.030743701532071618	0.3685501473209449	encode_v4_hg19 KLF12	KLF12	15058.0	1	41537	29	443945	ENCFF124UUN.bed
7304	2	0.03073724391842365	0.3685210404793793	encode_v4_hg19 KLF10	KLF10	21468.0	1	41540	29	443942	ENCFF223GQC.bed
7305	6	0.03072709873390165	0.6132249560496401	encode_v4_hg19 KLF12	KLF12	15058.0	7	41531	122	443852	ENCFF124UUN.bed
7306	5	0.030724918746030897	0.37079751366500996	encode_v4_hg19 CTCF	CTCF	40244.0	1	18260	69	467182	ENCFF287MQJ.bed
7307	9	0.030628294931322776	0.5713869007439515	encode_v4_hg19 FOXA3	FOXA3	47639.0	5	35767	110	449630	ENCFF601MBD.bed
7308	1	0.030515203558374112	0.4512086370800806	encode_v4_hg19 ZNF414	ZNF414	16973.0	2	41040	48	444422	ENCFF409BJK.bed
7309	3	0.030514946612309718	0.6310586956662533	encode_v4_hg19 ZNF503	ZNF503	18499.0	8	31123	185	454196	ENCFF622FUC.bed
7310	3	0.03050430225525266	0.6850934780117052	encode_v4_hg19 MXI1	MXI1	21721.0	13	46284	180	439035	ENCFF376AEL.bed
7311	3	0.030500350377378454	0.6151545379821619	encode_v4_hg19 CTCF	CTCF	42066.0	7	27979	186	457340	ENCFF620VBI.bed
7312	2	0.030494995838187548	0.3674277360382571	encode_v4_hg19 CREB1	CREB1	26814.0	1	41653	29	443829	ENCFF955MFB.bed
7313	8	0.030484040100331393	0.3679598047808766	encode_v4_hg19 TGIF2	TGIF2	20048.0	1	35933	34	449544	ENCFF398TIE.bed
7314	5	0.030472135884905476	0.5393646489126483	encode_v4_hg19 ZNF543	ZNF543	17929.0	4	49037	66	436405	ENCFF141UZG.bed
7315	5	0.03045342077433381	0.4527482089762339	encode_v4_hg19 ATF1	ATF1	13973.0	2	29612	68	455830	ENCFF683OFC.bed
7316	9	0.03043921187562674	0.45444348841707627	encode_v4_hg19 ATF2	ATF2	8560.0	2	18196	113	467201	ENCFF352KLD.bed
7317	6	0.030419784737226202	0.5066268102976486	encode_v4_hg19 ELK1	ELK1	7237.0	3	21787	126	463596	ENCFF164MPE.bed
7318	3	0.030387851641001058	0.5077407793133865	encode_v4_hg19 TBX3	TBX3	12988.0	3	14637	190	470682	ENCFF076WTT.bed
7319	4	0.030379465327839777	0.3688959827249442	encode_v4_hg19 ETS1	ETS1	12890.0	1	22039	57	463415	ENCFF568AZT.bed
7320	6	0.030375335663495366	0.3700486546414499	encode_v4_hg19 OTX1	OTX1	10640.0	1	10035	128	475348	ENCFF245JPK.bed
7321	2	0.030338845702909595	0.4936510537457348	encode_v4_hg19 EP300	EP300	74052.0	3	89197	27	396285	ENCFF474ZLP.bed
7322	3	0.030336378296140745	0.4551151468887278	encode_v4_hg19 FOXK2	FOXK2	9142.0	2	10915	191	474404	ENCFF260APL.bed
7323	8	0.03031976344078163	0.3672202525956797	encode_v4_hg19 ZBTB25	ZBTB25	19525.0	1	36000	34	449477	ENCFF384TZN.bed
7324	3	0.030314792865261016	0.7268300318296543	encode_v4_hg19 ZNF574	ZNF574	36272.0	20	66600	173	418719	ENCFF550VES.bed
7325	6	0.03029919107583399	0.5429382745487631	encode_v4_hg19 TCF12	TCF12	13047.0	4	27015	125	458368	ENCFF651OAU.bed
7326	3	0.03028804033936492	0.5956724557814004	encode_v4_hg19 ZBTB17	ZBTB17	15135.0	6	24805	187	460514	ENCFF292HSS.bed
7327	6	0.030259425992773932	0.6271770281629473	encode_v4_hg19 MXI1	MXI1	21721.0	8	46289	121	439094	ENCFF376AEL.bed
7328	1	0.030255060959265362	0.36799548678231786	encode_v4_hg19 KLF11	KLF11	11150.0	1	25508	49	459954	ENCFF760HXD.bed
7329	3	0.030250420169576634	0.5072048074614006	encode_v4_hg19 CTCF	CTCF	56768.0	3	14652	190	470667	ENCFF596MGE.bed
7330	3	0.030229971045994522	0.5727407091642576	encode_v4_hg19 CTCF	CTCF	29844.0	5	21536	188	463783	ENCFF529BHM.bed
7331	6	0.03018032931102469	0.5424916552003348	encode_v4_hg19 NFIL3	NFIL3	40090.0	4	27036	125	458347	ENCFF489SJO.bed
7332	6	0.0301741286878296	0.6113566818322137	encode_v4_hg19 CREB1	CREB1	26814.0	7	41647	122	443736	ENCFF955MFB.bed
7333	9	0.03016763793443484	0.369021739237854	encode_v4_hg19 ZBED1	ZBED1	6031.0	1	11270	114	474127	ENCFF392INU.bed
7334	2	0.030148928699634713	0.36586107774670623	encode_v4_hg19 ZNF483	ZNF483	16907.0	1	41816	29	443666	ENCFF616FXO.bed
7335	5	0.030145722313680262	0.53811926762976	encode_v4_hg19 IKZF5	IKZF5	30955.0	4	49139	66	436303	ENCFF371LUB.bed
7336	1	0.030031110519805226	0.366993116343045	encode_v4_hg19 TSC22D2	TSC22D2	11545.0	1	25574	49	459888	ENCFF278CIM.bed
7337	7	0.029988527539841162	0.4519275024555591	encode_v4_hg19 BHLHE40	BHLHE40	29375.0	2	22512	91	462907	ENCFF032HPB.bed
7338	8	0.02998420791328111	0.36570563682500523	encode_v4_hg19 FOXK1	FOXK1	26536.0	1	36138	34	449339	ENCFF605GXY.bed
7339	6	0.029982521589957633	0.6396259370250406	encode_v4_hg19 KLF16	KLF16	30581.0	9	50941	120	434442	ENCFF257BGF.bed
7340	6	0.029957531472795357	0.7146292939621204	encode_v4_hg19 MAX	MAX	70589.0	19	94482	110	390901	ENCFF254ZDA.bed
7341	5	0.029917710653851515	0.5014782844267242	encode_v4_hg19 CTCF	CTCF	45426.0	3	39793	67	445649	ENCFF881GDD.bed
7342	8	0.029909345564157832	0.3653669868225493	encode_v4_hg19 ZNF441	ZNF441	19239.0	1	36169	34	449308	ENCFF924VAH.bed
7343	6	0.029892697125768624	0.36791448272348964	encode_v4_hg19 TCF12	TCF12	12096.0	1	10092	128	475291	ENCFF959HJP.bed
7344	6	0.029871084223152922	0.5413252189805665	encode_v4_hg19 FOXO1	FOXO1	25715.0	4	27091	125	458292	ENCFF331BSI.bed
7345	2	0.02976300627800577	0.3641071911864609	encode_v4_hg19 ZNF784	ZNF784	14679.0	1	42000	29	443482	ENCFF645BZY.bed
7346	6	0.02975023043081443	0.6254880892998815	encode_v4_hg19 BCL3	BCL3	17763.0	8	46402	121	438981	ENCFF424FZS.bed
7347	2	0.02971095476142228	0.36387007650052744	encode_v4_hg19 CTCF	CTCF	42317.0	1	42025	29	443457	ENCFF354FKN.bed
7348	8	0.029693068156794476	0.3643870903568339	encode_v4_hg19 ETV5	ETV5	16972.0	1	36259	34	449218	ENCFF604LXR.bed
7349	3	0.029661702477564333	0.5048948876634668	encode_v4_hg19 ZNF713	ZNF713	6050.0	3	14717	190	470602	ENCFF262CSX.bed
7350	4	0.029644367413386868	0.3656101686801671	encode_v4_hg19 MYC	MYC	9491.0	1	22228	57	463226	ENCFF598BZD.bed
7351	9	0.02960486457417366	0.36652431160011717	encode_v4_hg19 ZNF121	ZNF121	32728.0	1	11345	114	474052	ENCFF398HZM.bed
7352	2	0.02958847466515005	0.3633116027878819	encode_v4_hg19 PITX1	PITX1	29268.0	1	42084	29	443398	ENCFF954EXR.bed
7353	6	0.029550413343801527	0.36639422315381237	encode_v4_hg19 USF2	USF2	8322.0	1	10133	128	475250	ENCFF346KIW.bed
7354	9	0.029549381744358436	0.5674618282880126	encode_v4_hg19 ZBTB25	ZBTB25	19525.0	5	35996	110	449401	ENCFF384TZN.bed
7355	5	0.02952786967738296	0.562852006072658	encode_v4_hg19 ZXDB	ZXDB	36851.0	5	58367	65	427075	ENCFF427HLT.bed
7356	3	0.02945867812774163	0.5414282264751239	encode_v4_hg19 CTCF	CTCF	40244.0	4	18257	189	467062	ENCFF287MQJ.bed
7357	5	0.029440663002774526	0.4485035909116969	encode_v4_hg19 CTCF	CTCF	34505.0	2	29875	68	455567	ENCFF484HIN.bed
7358	8	0.02942374823015952	0.3631636425500745	encode_v4_hg19 TBP	TBP	23542.0	1	36372	34	449105	ENCFF363NQY.bed
7359	7	0.029398022570700528	0.4494564109784412	encode_v4_hg19 CTCF	CTCF	32532.0	2	22630	91	462789	ENCFF953QHW.bed
7360	4	0.029380532757780017	0.3644244662138495	encode_v4_hg19 GABPA	GABPA	13920.0	1	22297	57	463157	ENCFF093KLR.bed
7361	8	0.029371600952356223	0.3629263327260847	encode_v4_hg19 NFYB	NFYB	15423.0	1	36394	34	449083	ENCFF257CCO.bed
7362	8	0.029364497171451374	0.36289399452292215	encode_v4_hg19 CREB1	CREB1	19265.0	1	36397	34	449080	ENCFF832IIP.bed
7363	6	0.02933979644219984	0.5899248648306703	encode_v4_hg19 ZNF263	ZNF263	27720.0	6	37069	123	448314	ENCFF927JRS.bed
7364	9	0.029279729436158655	0.36507446297829904	encode_v4_hg19 ZBTB44	ZBTB44	5266.0	1	11389	114	474008	ENCFF458IBK.bed
7365	8	0.029185110388440242	0.3620765344913832	encode_v4_hg19 CREB1	CREB1	41984.0	1	36473	34	449004	ENCFF030DLI.bed
7366	4	0.029179500584006143	0.3635186807128701	encode_v4_hg19 JUN	JUN	21496.0	1	22350	57	463104	ENCFF190CGV.bed
7367	6	0.029141875660023513	0.5892190432429724	encode_v4_hg19 ETV5	ETV5	32056.0	6	37110	123	448273	ENCFF712HHN.bed
7368	8	0.029093485242097945	0.36165836965538384	encode_v4_hg19 ZNF614	ZNF614	24534.0	1	36512	34	448965	ENCFF741QVY.bed
7369	4	0.029092670687197723	0.4460747639892163	encode_v4_hg19 ZNF143	ZNF143	14035.0	2	35986	56	449468	ENCFF698ITQ.bed
7370	9	0.02908932797530133	0.36422298793763347	encode_v4_hg19 KLF13	KLF13	5049.0	1	11415	114	473982	ENCFF494FXL.bed
7371	3	0.029053834201626508	0.6722784860374298	encode_v4_hg19 ZNF891	ZNF891	18072.0	12	43566	181	441753	ENCFF903IZG.bed
7372	3	0.02904587321566011	0.36451957358986586	encode_v4_hg19 ZSCAN29	ZSCAN29	5433.0	1	6837	192	478482	ENCFF828NYA.bed
7373	6	0.029012872020965946	0.6073653862109791	encode_v4_hg19 TCF7L2	TCF7L2	36666.0	7	41897	122	443486	ENCFF726SWQ.bed
7374	6	0.0290004005924222	0.6481376868969921	encode_v4_hg19 GLIS1	GLIS1	61323.0	10	55709	119	429674	ENCFF628APG.bed
7375	5	0.0289478411261898	0.3628619123944749	encode_v4_hg19 CTCF	CTCF	25773.0	1	18644	69	466798	ENCFF021PRY.bed
7376	3	0.02890475925183007	0.7231024667737019	encode_v4_hg19 PATZ1	PATZ1	41581.0	20	66896	173	418423	ENCFF375JQI.bed
7377	9	0.028882038595529843	0.447943536695417	encode_v4_hg19 ZEB2	ZEB2	21051.0	2	18450	113	466947	ENCFF475CIS.bed
7378	5	0.02881797076128235	0.3622758642498236	encode_v4_hg19 FOXA1	FOXA1	33451.0	1	18673	69	466769	ENCFF081USG.bed
7379	9	0.028784434144389245	0.36285569191618045	encode_v4_hg19 ZNF646	ZNF646	11341.0	1	11457	114	473940	ENCFF496HIK.bed
7380	3	0.028745269071175902	0.6091894611384676	encode_v4_hg19 MAX	MAX	14525.0	7	28237	186	457082	ENCFF044NSI.bed
7381	6	0.02874169780674255	0.44765514059889333	encode_v4_hg19 ATF5	ATF5	5705.0	2	16495	127	468888	ENCFF482BEV.bed
7382	3	0.028737650223930808	0.5673077468274493	encode_v4_hg19 ZBTB33	ZBTB33	58441.0	5	21733	188	463586	ENCFF917RIN.bed
7383	6	0.02872176683387877	0.44757087534148154	encode_v4_hg19 SP1	SP1	7854.0	2	16498	127	468885	ENCFF171NEU.bed
7384	8	0.028652813231441608	0.48905680158468573	encode_v4_hg19 SP2	SP2	30810.0	3	78094	32	407383	ENCFF444VWF.bed
7385	7	0.028649785023404643	0.6180103444439025	encode_v4_hg19 YY1	YY1	56775.0	8	64155	85	421264	ENCFF304RLZ.bed
7386	4	0.028622312656107776	0.4440615892210342	encode_v4_hg19 FOXK1	FOXK1	26536.0	2	36137	56	449317	ENCFF605GXY.bed
7387	6	0.028621182891044383	0.6889980178465852	encode_v4_hg19 ARID4B	ARID4B	51985.0	15	77831	114	407552	ENCFF492BXK.bed
7388	7	0.028620618894082277	0.3618558047450222	encode_v4_hg19 CTCF	CTCF	18562.0	1	14156	92	471263	ENCFF947KIQ.bed
7389	2	0.028602630121789766	0.35878866547855476	encode_v4_hg19 HIVEP1	HIVEP1	17635.0	1	42568	29	442914	ENCFF076ESL.bed
7390	6	0.028523483588980145	0.36179825868626087	encode_v4_hg19 ZNF583	ZNF583	9513.0	1	10259	128	475124	ENCFF053ABJ.bed
7391	6	0.0285166010819024	0.4467019254527016	encode_v4_hg19 BACH1	BACH1	12744.0	2	16529	127	468854	ENCFF749UPP.bed
7392	8	0.028492298867609914	0.3589038319862887	encode_v4_hg19 CTCF	CTCF	34659.0	1	36771	34	448706	ENCFF176ERE.bed
7393	3	0.02848220870113242	0.3619954736301755	encode_v4_hg19 THAP7	THAP7	3477.0	1	6884	192	478435	ENCFF372YFU.bed
7394	5	0.028445862132439076	0.49551653662717016	encode_v4_hg19 ARNTL	ARNTL	20346.0	3	40232	67	445210	ENCFF588WBI.bed
7395	5	0.028365885813308747	0.360228973703699	encode_v4_hg19 CTCF	CTCF	32597.0	1	18775	69	466667	ENCFF143VTV.bed
7396	8	0.02828861071342089	0.35796622841229714	encode_v4_hg19 MEIS2	MEIS2	20876.0	1	36860	34	448617	ENCFF647OBG.bed
7397	6	0.02826855492791328	0.3606489503013166	encode_v4_hg19 ZBTB11	ZBTB11	4050.0	1	10291	128	475092	ENCFF227HVU.bed
7398	4	0.02825070151593858	0.4424604848741501	encode_v4_hg19 ETV5	ETV5	16972.0	2	36258	56	449196	ENCFF604LXR.bed
7399	2	0.028232581155216718	0.3570777505427678	encode_v4_hg19 IRF2	IRF2	30592.0	1	42754	29	442728	ENCFF992KZC.bed
7400	2	0.028100460881068913	0.35646509450236885	encode_v4_hg19 CTCF	CTCF	42158.0	1	42821	29	442661	ENCFF070IMT.bed
7401	5	0.02809027454410774	0.3589757912503107	encode_v4_hg19 ZNF25	ZNF25	7085.0	1	18838	69	466604	ENCFF706SJT.bed
7402	4	0.027986388112295268	0.4413158658904608	encode_v4_hg19 KLF16	KLF16	17623.0	2	36345	56	449109	ENCFF585OJO.bed
7403	9	0.027966605558359912	0.5333597315876726	encode_v4_hg19 ELF1	ELF1	22127.0	4	30719	111	454678	ENCFF839JEO.bed
7404	3	0.02796267816329138	0.7846733299462955	encode_v4_hg19 ZNF687	ZNF687	88756.0	46	138366	147	346953	ENCFF581GZR.bed
7405	4	0.02795726057136012	0.4919725765915267	encode_v4_hg19 IRF9	IRF9	18203.0	3	48451	55	437003	ENCFF141IMM.bed
7406	7	0.027951880981220614	0.4433087915087457	encode_v4_hg19 TRIM22	TRIM22	37301.0	2	22929	91	462490	ENCFF796RRA.bed
7407	9	0.02793831371418655	0.5332485244909932	encode_v4_hg19 ZNF281	ZNF281	40214.0	4	30725	111	454672	ENCFF648ORA.bed
7408	5	0.027895081169761686	0.3580857805579491	encode_v4_hg19 CTCF	CTCF	6084.0	1	18883	69	466559	ENCFF985QNV.bed
7409	9	0.02787103319548692	0.5611910673529027	encode_v4_hg19 TBP	TBP	23542.0	5	36368	110	449029	ENCFF363NQY.bed
7410	4	0.027864933768752393	0.35754412934501684	encode_v4_hg19 FOXJ2	FOXJ2	15327.0	1	22706	57	462748	ENCFF957CVJ.bed
7411	5	0.027821764959636282	0.5563637042147099	encode_v4_hg19 ZEB2	ZEB2	38956.0	5	58965	65	426477	ENCFF813DZP.bed
7412	8	0.02780481402257348	0.35573019123832034	encode_v4_hg19 ZNF263	ZNF263	27720.0	1	37074	34	448403	ENCFF927JRS.bed
7413	7	0.027671842427867428	0.49408413854743677	encode_v4_hg19 BACH1	BACH1	22316.0	3	30678	90	454741	ENCFF631RZH.bed
7414	3	0.027623096640511713	0.49671119760178767	encode_v4_hg19 CTCF	CTCF	23807.0	3	14952	190	470367	ENCFF167QRJ.bed
7415	2	0.027616777443814376	0.35421393863442197	encode_v4_hg19 TFDP1	TFDP1	23261.0	1	43069	29	442413	ENCFF373SRR.bed
7416	8	0.027610515263897583	0.3548285112305189	encode_v4_hg19 ZNF280D	ZNF280D	19959.0	1	37161	34	448316	ENCFF413OMR.bed
7417	4	0.027604825275639573	0.43965478920972895	encode_v4_hg19 CREB1	CREB1	41984.0	2	36472	56	448982	ENCFF030DLI.bed
7418	7	0.02755558304331213	0.35702196937110003	encode_v4_hg19 ZC3H8	ZC3H8	11017.0	1	14342	92	471077	ENCFF045AOZ.bed
7419	1	0.027505290733382894	0.3555129350114239	encode_v4_hg19 ID3	ID3	18770.0	1	26355	49	459107	ENCFF375SIS.bed
7420	7	0.027497553916690676	0.4933629614440924	encode_v4_hg19 ELF1	ELF1	22127.0	3	30720	90	454699	ENCFF839JEO.bed
7421	6	0.02749291908205001	0.44232324590089234	encode_v4_hg19 ZNF383	ZNF383	5808.0	2	16687	127	468696	ENCFF442ZRY.bed
7422	1	0.027480564007203605	0.3553988597316148	encode_v4_hg19 PRDM15	PRDM15	12472.0	1	26363	49	459099	ENCFF486MHG.bed
7423	2	0.027404914217566776	0.353223720672984	encode_v4_hg19 ZNF395	ZNF395	25020.0	1	43179	29	442303	ENCFF430IPX.bed
7424	6	0.027382563611633208	0.5601146565851853	encode_v4_hg19 SOX13	SOX13	48985.0	5	32595	124	452788	ENCFF453YPR.bed
7425	7	0.027326430939362805	0.4406053974793396	encode_v4_hg19 GMEB1	GMEB1	9981.0	2	23063	91	462356	ENCFF863WFD.bed
7426	5	0.027241695659263005	0.3550912190277047	encode_v4_hg19 CTCF	CTCF	22367.0	1	19036	69	466406	ENCFF484VPU.bed
7427	9	0.02724117360638844	0.4933569355598392	encode_v4_hg19 ZKSCAN8	ZKSCAN8	17346.0	3	24996	112	460401	ENCFF288NCG.bed
7428	6	0.027185831418249182	0.5593602171011816	encode_v4_hg19 CBFB	CBFB	16277.0	5	32636	124	452747	ENCFF951CCL.bed
7429	4	0.027170544033129854	0.3543502904775047	encode_v4_hg19 JUND	JUND	26354.0	1	22901	57	462553	ENCFF305OER.bed
7430	4	0.027103831702228635	0.35404200148768034	encode_v4_hg19 DZIP1	DZIP1	9259.0	1	22920	57	462534	ENCFF015STD.bed
7431	3	0.026999771508887334	0.6658736602808992	encode_v4_hg19 CTCF	CTCF	45525.0	12	43947	181	441372	ENCFF182DIE.bed
7432	4	0.026973188391375483	0.43688182636680856	encode_v4_hg19 SMAD4	SMAD4	44564.0	2	36686	56	448768	ENCFF632APE.bed
7433	5	0.026892916273539878	0.4890532840620937	encode_v4_hg19 CTCF	CTCF	55307.0	3	40719	67	444723	ENCFF790IQB.bed
7434	9	0.026848731619706058	0.5799469662095761	encode_v4_hg19 PITX1	PITX1	29268.0	6	42079	109	443318	ENCFF954EXR.bed
